,ID,PERSONID,EMPLOYEEID,LASTNAME,FIRSTNAME,ACCESSDATE,LOCATION,CARDNUMBER
16584,63982,31544,NID31426,NID31426,NID31426,2021-10-28 18:22:03.293,94,211
16585,63983,31560,NID31442,NID31442,NID31442,2021-10-28 18:24:15.740,96,227
16586,63984,31392,NID31279,NID31279,NID31279,2021-10-28 18:28:12.850,34,63
16587,63986,31573,NID31455,NID31455,NID31455,2021-10-28 18:38:55.513,95,240
16588,63987,31560,NID31442,NID31442,NID31442,2021-10-28 18:39:07.377,6,227
16589,63989,31573,NID31455,NID31455,NID31455,2021-10-28 18:50:46.300,52,240
16590,63990,31560,NID31442,NID31442,NID31442,2021-10-28 18:53:28.730,88,227
16591,63991,31392,NID31279,NID31279,NID31279,2021-10-28 18:58:30.163,26,63
16592,63992,31573,NID31455,NID31455,NID31455,2021-10-28 18:58:53.640,84,240
16593,63993,31392,NID31279,NID31279,NID31279,2021-10-28 19:01:25.860,11,63
16594,63994,31573,NID31455,NID31455,NID31455,2021-10-28 19:01:56.843,93,240
16595,63995,31573,NID31455,NID31455,NID31455,2021-10-28 19:01:58.847,95,240
16596,63996,31392,NID31279,NID31279,NID31279,2021-10-28 19:02:04.903,63,63
16597,63997,32110,NID31992,NID31992,NID31992,2021-10-28 19:08:07.853,10,775
16598,63998,31573,NID31455,NID31455,NID31455,2021-10-28 19:10:36.870,68,240
16599,63999,31560,NID31442,NID31442,NID31442,2021-10-28 19:12:11.723,25,227
16600,64001,31883,NID31765,NID31765,NID31765,2021-10-28 19:13:45.327,39,548
16601,64002,32427,NID32308,NID32308,NID32308,2021-10-28 19:15:06.820,41,1091
16602,64003,32427,NID32308,NID32308,NID32308,2021-10-28 19:15:07.970,59,1091
16603,64004,32427,NID32308,NID32308,NID32308,2021-10-28 19:16:52.287,69,1091
16604,64005,32427,NID32308,NID32308,NID32308,2021-10-28 19:19:06.033,40,1091
16605,64006,32427,NID32308,NID32308,NID32308,2021-10-28 19:19:42.473,91,1091
16606,64007,32427,NID32308,NID32308,NID32308,2021-10-28 19:19:43.927,69,1091
16607,64008,31392,NID31279,NID31279,NID31279,2021-10-28 19:19:44.177,9,63
16608,64009,32427,NID32308,NID32308,NID32308,2021-10-28 19:21:21.933,70,1091
16609,64010,31392,NID31279,NID31279,NID31279,2021-10-28 19:21:52.670,29,63
16610,64011,31392,NID31279,NID31279,NID31279,2021-10-28 19:22:29.560,98,63
16611,64012,31560,NID31442,NID31442,NID31442,2021-10-28 19:24:52.217,82,227
16612,64013,31560,NID31442,NID31442,NID31442,2021-10-28 19:25:05.983,5,227
16613,64014,31560,NID31442,NID31442,NID31442,2021-10-28 19:39:37.603,60,227
16614,64015,31560,NID31442,NID31442,NID31442,2021-10-28 19:46:50.783,76,227
16615,64016,32427,NID32308,NID32308,NID32308,2021-10-28 20:05:00.943,48,1091
16616,64017,32427,NID32308,NID32308,NID32308,2021-10-28 20:07:33.967,25,1091
16617,64018,32427,NID32308,NID32308,NID32308,2021-10-28 20:08:55.157,62,1091
16618,64019,32427,NID32308,NID32308,NID32308,2021-10-28 20:12:31.497,70,1091
16619,64020,31560,NID31442,NID31442,NID31442,2021-10-28 20:13:40.623,23,227
16620,64021,32427,NID32308,NID32308,NID32308,2021-10-28 20:13:49.483,42,1091
16621,64022,31560,NID31442,NID31442,NID31442,2021-10-28 20:28:53.733,16,227
16622,64024,32427,NID32308,NID32308,NID32308,2021-10-28 21:00:01.240,50,1091
16623,64025,31678,NID31560,NID31560,NID31560,2021-10-28 21:01:02.457,28,344
16624,64026,31392,NID31279,NID31279,NID31279,2021-10-28 21:02:12.033,85,63
16625,64027,31392,NID31279,NID31279,NID31279,2021-10-28 21:07:59.217,23,63
16626,64028,32427,NID32308,NID32308,NID32308,2021-10-28 21:33:46.987,64,1091
16627,64029,32427,NID32308,NID32308,NID32308,2021-10-28 21:38:12.683,87,1091
16628,64030,32427,NID32308,NID32308,NID32308,2021-10-28 21:39:08.143,17,1091
16629,64031,32427,NID32308,NID32308,NID32308,2021-10-28 21:40:01.703,48,1091
16630,64032,32427,NID32308,NID32308,NID32308,2021-10-28 21:42:56.647,44,1091
16631,64036,32277,NID32159,NID32159,NID32159,2021-10-29 03:10:47.193,65,936
16632,64037,32277,NID32159,NID32159,NID32159,2021-10-29 03:10:50.497,58,936
16633,64038,32277,NID32159,NID32159,NID32159,2021-10-29 03:11:29.090,26,936
16634,64039,32277,NID32159,NID32159,NID32159,2021-10-29 03:11:55.367,59,936
16635,64040,32277,NID32159,NID32159,NID32159,2021-10-29 03:12:20.647,66,936
16636,64041,32277,NID32159,NID32159,NID32159,2021-10-29 03:12:23.200,57,936
16637,64042,32277,NID32159,NID32159,NID32159,2021-10-29 03:12:53.280,81,936
16638,64044,32329,NID32211,NID32211,NID32211,2021-10-29 04:54:42.450,92,988
16639,64046,32455,NID32336,NID32336,NID32336,2021-10-29 05:24:51.200,85,1113
16640,64047,32042,NID31924,NID31924,NID31924,2021-10-29 05:38:40.013,12,712
16641,64048,32462,NID32343,NID32343,NID32343,2021-10-29 06:00:34.563,14,1110
16642,64049,31697,NID31579,NID31579,NID31579,2021-10-29 06:15:50.110,46,363
16643,64050,31656,NID31538,NID31538,NID31538,2021-10-29 06:19:02.673,74,322
16644,64051,31556,NID31438,NID31438,NID31438,2021-10-29 06:19:58.933,97,223
16645,64052,32366,NID32248,NID32248,NID32248,2021-10-29 06:24:14.063,79,1025
16646,64053,31697,NID31579,NID31579,NID31579,2021-10-29 06:41:24.600,55,363
16647,64054,31834,NID31716,NID31716,NID31716,2021-10-29 06:41:42.220,67,499
16648,64055,31628,NID31510,NID31510,NID31510,2021-10-29 06:42:59.503,53,294
16649,64057,32253,NID32135,NID32135,NID32135,2021-10-29 06:44:43.120,15,912
16650,64058,32083,NID31965,NID31965,NID31965,2021-10-29 06:48:16.353,85,748
16651,64059,32201,NID32083,NID32083,NID32083,2021-10-29 06:52:20.273,22,864
16652,64060,32211,NID32093,NID32093,NID32093,2021-10-29 06:53:37.260,88,873
16653,64062,32201,NID32083,NID32083,NID32083,2021-10-29 06:55:29.933,49,864
16654,64064,32089,NID31971,NID31971,NID31971,2021-10-29 06:56:38.013,21,754
16655,64065,32193,NID32075,NID32075,NID32075,2021-10-29 06:57:25.317,98,857
16656,64067,31899,NID31781,NID31781,NID31781,2021-10-29 06:58:57.717,7,564
16657,64068,32427,NID32308,NID32308,NID32308,2021-10-29 07:00:20.910,88,1091
16658,64069,32427,NID32308,NID32308,NID32308,2021-10-29 07:01:28.883,65,1091
16659,64070,32427,NID32308,NID32308,NID32308,2021-10-29 07:01:34.040,67,1091
16660,64074,32365,NID32247,NID32247,NID32247,2021-10-29 07:03:39.830,59,1024
16661,64076,32441,NID32322,NID32322,NID32322,2021-10-29 07:05:32.803,12,292
16662,64077,31864,NID31746,NID31746,NID31746,2021-10-29 07:07:13.367,90,529
16663,64078,32201,NID32083,NID32083,NID32083,2021-10-29 07:07:34.840,18,864
16664,64081,32248,NID32130,NID32130,NID32130,2021-10-29 07:08:06.073,94,907
16665,64082,31697,NID31579,NID31579,NID31579,2021-10-29 07:08:41.063,71,363
16666,64083,31763,NID31645,NID31645,NID31645,2021-10-29 07:09:19.003,54,428
16667,64084,31393,NID31280,NID31280,NID31280,2021-10-29 07:10:17.670,74,64
16668,64085,31476,NID31363,NID31363,NID31363,2021-10-29 07:10:48.053,2,148
16669,64088,31595,NID31477,NID31477,NID31477,2021-10-29 07:16:53.753,93,262
16670,64090,31926,NID31808,NID31808,NID31808,2021-10-29 07:17:44.560,87,596
16671,64091,31422,NID31309,NID31309,NID31309,2021-10-29 07:17:48.863,91,94
16672,64095,31594,NID31476,NID31476,NID31476,2021-10-29 07:20:28.437,48,261
16673,64096,32414,NID32296,NID32296,NID32296,2021-10-29 07:20:29.990,94,1072
16674,64101,31393,NID31280,NID31280,NID31280,2021-10-29 07:24:16.740,95,64
16675,64102,31856,NID31738,NID31738,NID31738,2021-10-29 07:25:06.643,14,521
16676,64105,32369,NID32251,NID32251,NID32251,2021-10-29 07:29:12.617,60,1028
16677,64109,31946,NID31828,NID31828,NID31828,2021-10-29 07:30:30.150,44,611
16678,64110,32114,NID31996,NID31996,NID31996,2021-10-29 07:30:38.860,70,779
16679,64111,32095,NID31977,NID31977,NID31977,2021-10-29 07:31:40.430,72,760
16680,64117,31533,NID31415,NID31415,NID31415,2021-10-29 07:35:13.163,38,200
16681,64121,32114,NID31996,NID31996,NID31996,2021-10-29 07:35:44.750,64,779
16682,64126,31597,NID31479,NID31479,NID31479,2021-10-29 07:39:03.217,53,264
16683,64127,31533,NID31415,NID31415,NID31415,2021-10-29 07:39:19.537,27,200
16684,64128,31697,NID31579,NID31579,NID31579,2021-10-29 07:39:54.173,77,363
16685,64129,31992,NID31874,NID31874,NID31874,2021-10-29 07:40:36.720,61,657
16686,64131,31925,NID31807,NID31807,NID31807,2021-10-29 07:40:59.247,14,595
16687,64132,32427,NID32308,NID32308,NID32308,2021-10-29 07:41:08.003,35,1091
16688,64135,32129,NID32011,NID32011,NID32011,2021-10-29 07:42:38.003,62,794
16689,64139,31393,NID31280,NID31280,NID31280,2021-10-29 07:43:41.730,58,64
16690,64142,31755,NID31637,NID31637,NID31637,2021-10-29 07:44:11.813,52,420
16691,64144,31755,NID31637,NID31637,NID31637,2021-10-29 07:44:40.693,6,420
16692,64145,31533,NID31415,NID31415,NID31415,2021-10-29 07:45:33.953,9,200
16693,64150,31951,NID31833,NID31833,NID31833,2021-10-29 07:46:54.943,16,616
16694,64156,32111,NID31993,NID31993,NID31993,2021-10-29 07:49:16.000,81,776
16695,64157,31415,NID31302,NID31302,NID31302,2021-10-29 07:49:21.003,18,87
16696,64159,31663,NID31545,NID31545,NID31545,2021-10-29 07:50:39.940,58,329
16697,64163,31533,NID31415,NID31415,NID31415,2021-10-29 07:52:15.047,25,200
16698,64173,31871,NID31753,NID31753,NID31753,2021-10-29 07:56:43.393,78,536
16699,64175,31953,NID31835,NID31835,NID31835,2021-10-29 07:57:48.313,59,618
16700,64177,31852,NID31734,NID31734,NID31734,2021-10-29 07:58:50.083,80,517
16701,64180,32291,NID32173,NID32173,NID32173,2021-10-29 07:59:16.663,33,950
16702,64186,31804,NID31686,NID31686,NID31686,2021-10-29 08:05:10.197,91,469
16703,64187,31642,NID31524,NID31524,NID31524,2021-10-29 08:05:35.023,34,308
16704,64188,31642,NID31524,NID31524,NID31524,2021-10-29 08:05:37.527,81,308
16705,64190,31910,NID31792,NID31792,NID31792,2021-10-29 08:06:29.633,41,580
16706,64193,32373,NID32255,NID32255,NID32255,2021-10-29 08:08:03.737,91,1032
16707,64196,31657,NID31539,NID31539,NID31539,2021-10-29 08:10:08.023,15,323
16708,64198,32226,NID32108,NID32108,NID32108,2021-10-29 08:11:40.523,89,887
16709,64199,31533,NID31415,NID31415,NID31415,2021-10-29 08:12:15.913,54,200
16710,64205,31783,NID31665,NID31665,NID31665,2021-10-29 08:15:16.363,71,450
16711,64208,32235,NID32117,NID32117,NID32117,2021-10-29 08:15:58.260,92,899
16712,64209,32235,NID32117,NID32117,NID32117,2021-10-29 08:16:09.720,19,899
16713,64210,32102,NID31984,NID31984,NID31984,2021-10-29 08:16:40.507,17,767
16714,64225,32245,NID32127,NID32127,NID32127,2021-10-29 08:21:31.777,84,904
16715,64228,31533,NID31415,NID31415,NID31415,2021-10-29 08:23:31.260,53,200
16716,64232,32405,NID32287,NID32287,NID32287,2021-10-29 08:24:07.050,67,1063
16717,64235,32253,NID32135,NID32135,NID32135,2021-10-29 08:27:20.113,62,912
16718,64236,32253,NID32135,NID32135,NID32135,2021-10-29 08:27:22.717,89,912
16719,64238,31992,NID31874,NID31874,NID31874,2021-10-29 08:29:01.727,4,657
16720,64240,32361,NID32243,NID32243,NID32243,2021-10-29 08:29:14.440,87,1020
16721,64242,31992,NID31874,NID31874,NID31874,2021-10-29 08:29:48.327,37,657
16722,64245,32251,NID32133,NID32133,NID32133,2021-10-29 08:32:15.440,11,910
16723,64252,31750,NID31632,NID31632,NID31632,2021-10-29 08:38:42.260,75,415
16724,64253,31976,NID31858,NID31858,NID31858,2021-10-29 08:39:13.943,40,641
16725,64256,31643,NID31525,NID31525,NID31525,2021-10-29 08:43:25.167,97,309
16726,64261,31536,NID31418,NID31418,NID31418,2021-10-29 08:46:55.193,90,203
16727,64263,31820,NID31702,NID31702,NID31702,2021-10-29 08:47:44.047,92,485
16728,64265,31536,NID31418,NID31418,NID31418,2021-10-29 08:47:50.753,61,203
16729,64273,32189,NID32071,NID32071,NID32071,2021-10-29 08:51:16.727,2,853
16730,64287,31472,NID31359,NID31359,NID31359,2021-10-29 08:54:22.177,17,144
16731,64310,31926,NID31808,NID31808,NID31808,2021-10-29 09:08:36.673,63,596
16732,64312,31925,NID31807,NID31807,NID31807,2021-10-29 09:08:57.043,20,595
16733,64313,31533,NID31415,NID31415,NID31415,2021-10-29 09:10:01.267,47,200
16734,64314,32427,NID32308,NID32308,NID32308,2021-10-29 09:10:02.717,64,1091
16735,64326,31459,NID31346,NID31346,NID31346,2021-10-29 09:17:56.390,60,131
16736,64329,31721,NID31603,NID31603,NID31603,2021-10-29 09:19:18.030,42,386
16737,64330,31721,NID31603,NID31603,NID31603,2021-10-29 09:19:20.433,85,386
16738,64347,31899,NID31781,NID31781,NID31781,2021-10-29 09:29:28.207,58,564
16739,64359,31746,NID31628,NID31628,NID31628,2021-10-29 09:33:59.557,93,411
16740,64367,32193,NID32075,NID32075,NID32075,2021-10-29 09:35:52.483,64,857
16741,64369,31533,NID31415,NID31415,NID31415,2021-10-29 09:36:43.490,68,200
16742,64380,31533,NID31415,NID31415,NID31415,2021-10-29 09:40:52.213,32,200
16743,64386,32427,NID32308,NID32308,NID32308,2021-10-29 09:44:21.997,61,1091
16744,64388,32173,NID32055,NID32055,NID32055,2021-10-29 09:45:36.530,93,837
16745,64395,31783,NID31665,NID31665,NID31665,2021-10-29 09:48:22.463,85,450
16746,64401,31533,NID31415,NID31415,NID31415,2021-10-29 09:51:13.753,87,200
16747,64407,32193,NID32075,NID32075,NID32075,2021-10-29 09:53:02.523,64,857
16748,64411,31533,NID31415,NID31415,NID31415,2021-10-29 09:55:24.130,76,200
16749,64421,32427,NID32308,NID32308,NID32308,2021-10-29 10:00:31.070,41,1091
16750,64422,31533,NID31415,NID31415,NID31415,2021-10-29 10:01:04.907,91,200
16751,64423,31533,NID31415,NID31415,NID31415,2021-10-29 10:01:08.360,84,200
16752,64425,31393,NID31280,NID31280,NID31280,2021-10-29 10:03:03.037,67,64
16753,64426,32251,NID32133,NID32133,NID32133,2021-10-29 10:03:04.137,90,910
16754,64428,31561,NID31443,NID31443,NID31443,2021-10-29 10:03:15.600,98,228
16755,64429,31951,NID31833,NID31833,NID31833,2021-10-29 10:05:33.803,76,616
16756,64432,31561,NID31443,NID31443,NID31443,2021-10-29 10:08:30.900,47,228
16757,64436,32427,NID32308,NID32308,NID32308,2021-10-29 10:11:34.100,14,1091
16758,64449,31889,NID31771,NID31771,NID31771,2021-10-29 10:24:52.080,10,554
16759,64454,31517,NID31372,NID31372,NID31372,2021-10-29 10:32:01.747,35,157
16760,64459,32301,NID32183,NID32183,NID32183,2021-10-29 10:32:51.500,21,960
16761,64461,31459,NID31346,NID31346,NID31346,2021-10-29 10:35:27.120,87,131
16762,64462,31490,NID31398,NID31398,NID31398,2021-10-29 10:36:06.160,72,182
16763,64463,31459,NID31346,NID31346,NID31346,2021-10-29 10:36:58.217,57,131
16764,64480,32373,NID32255,NID32255,NID32255,2021-10-29 10:54:19.213,55,1032
16765,64500,31760,NID31642,NID31642,NID31642,2021-10-29 11:09:34.797,16,425
16766,64502,31760,NID31642,NID31642,NID31642,2021-10-29 11:11:50.747,51,425
16767,64504,31533,NID31415,NID31415,NID31415,2021-10-29 11:16:02.977,72,200
16768,64511,32248,NID32130,NID32130,NID32130,2021-10-29 11:20:42.533,35,907
16769,64513,32365,NID32247,NID32247,NID32247,2021-10-29 11:23:04.040,75,1024
16770,64515,32245,NID32127,NID32127,NID32127,2021-10-29 11:24:09.413,23,904
16771,64518,31459,NID31346,NID31346,NID31346,2021-10-29 11:26:17.707,67,131
16772,64536,32253,NID32135,NID32135,NID32135,2021-10-29 11:39:50.600,10,912
16773,64548,32245,NID32127,NID32127,NID32127,2021-10-29 11:50:56.880,43,904
16774,64552,32373,NID32255,NID32255,NID32255,2021-10-29 11:51:25.860,35,1032
16775,64553,32373,NID32255,NID32255,NID32255,2021-10-29 11:51:34.370,9,1032
16776,64554,32373,NID32255,NID32255,NID32255,2021-10-29 11:51:35.520,20,1032
16777,64556,31730,NID31612,NID31612,NID31612,2021-10-29 11:52:13.363,45,395
16778,64565,31746,NID31628,NID31628,NID31628,2021-10-29 11:55:39.290,29,411
16779,64567,31393,NID31280,NID31280,NID31280,2021-10-29 11:56:22.187,50,64
16780,64572,32211,NID32093,NID32093,NID32093,2021-10-29 11:59:12.373,46,873
16781,64574,32388,NID32270,NID32270,NID32270,2021-10-29 12:00:10.790,16,1046
16782,64575,32291,NID32173,NID32173,NID32173,2021-10-29 12:00:20.850,50,950
16783,64579,32173,NID32055,NID32055,NID32055,2021-10-29 12:01:15.160,36,837
16784,64584,31871,NID31753,NID31753,NID31753,2021-10-29 12:03:08.433,79,536
16785,64585,32201,NID32083,NID32083,NID32083,2021-10-29 12:03:29.807,1,864
16786,64589,31864,NID31746,NID31746,NID31746,2021-10-29 12:04:39.883,39,529
16787,64591,32245,NID32127,NID32127,NID32127,2021-10-29 12:05:05.913,52,904
16788,64603,32092,NID31974,NID31974,NID31974,2021-10-29 12:07:32.580,51,757
16789,64604,32092,NID31974,NID31974,NID31974,2021-10-29 12:07:38.787,12,757
16790,64605,32092,NID31974,NID31974,NID31974,2021-10-29 12:07:41.340,60,757
16791,64606,32092,NID31974,NID31974,NID31974,2021-10-29 12:07:43.093,22,757
16792,64610,32084,NID31966,NID31966,NID31966,2021-10-29 12:08:39.103,51,749
16793,64612,32102,NID31984,NID31984,NID31984,2021-10-29 12:09:10.690,22,767
16794,64614,32084,NID31966,NID31966,NID31966,2021-10-29 12:09:26.557,36,749
16795,64618,31953,NID31835,NID31835,NID31835,2021-10-29 12:10:45.193,12,618
16796,64620,32092,NID31974,NID31974,NID31974,2021-10-29 12:12:02.027,56,757
16797,64628,31642,NID31524,NID31524,NID31524,2021-10-29 12:17:29.590,19,308
16798,64630,32369,NID32251,NID32251,NID32251,2021-10-29 12:17:43.807,24,1028
16799,64638,31953,NID31835,NID31835,NID31835,2021-10-29 12:23:45.257,16,618
16800,64641,31953,NID31835,NID31835,NID31835,2021-10-29 12:23:54.317,1,618
16801,64643,31820,NID31702,NID31702,NID31702,2021-10-29 12:24:47.023,98,485
16802,64648,31527,NID31409,NID31409,NID31409,2021-10-29 12:26:06.663,53,194
16803,64649,31527,NID31409,NID31409,NID31409,2021-10-29 12:26:12.270,75,194
16804,64651,31527,NID31409,NID31409,NID31409,2021-10-29 12:26:22.030,49,194
16805,64657,31527,NID31409,NID31409,NID31409,2021-10-29 12:27:11.737,15,194
16806,64659,31527,NID31409,NID31409,NID31409,2021-10-29 12:27:37.863,23,194
16807,64660,32211,NID32093,NID32093,NID32093,2021-10-29 12:29:02.660,22,873
16808,64661,31953,NID31835,NID31835,NID31835,2021-10-29 12:29:08.417,49,618
16809,64674,32291,NID32173,NID32173,NID32173,2021-10-29 12:33:15.540,91,950
16810,64681,31664,NID31546,NID31546,NID31546,2021-10-29 12:36:39.667,10,330
16811,64687,31856,NID31738,NID31738,NID31738,2021-10-29 12:38:56.317,23,521
16812,64693,32248,NID32130,NID32130,NID32130,2021-10-29 12:41:57.613,16,907
16813,64696,31834,NID31716,NID31716,NID31716,2021-10-29 12:42:16.133,21,499
16814,64704,32235,NID32117,NID32117,NID32117,2021-10-29 12:46:01.083,75,899
16815,64705,31796,NID31678,NID31678,NID31678,2021-10-29 12:46:07.690,44,454
16816,64706,31820,NID31702,NID31702,NID31702,2021-10-29 12:47:14.813,37,485
16817,64707,31642,NID31524,NID31524,NID31524,2021-10-29 12:47:17.113,41,308
16818,64714,32244,NID32126,NID32126,NID32126,2021-10-29 12:51:03.663,15,889
16819,64715,31472,NID31359,NID31359,NID31359,2021-10-29 12:51:11.623,28,144
16820,64735,32227,NID32109,NID32109,NID32109,2021-10-29 12:57:43.700,1,888
16821,64736,32226,NID32108,NID32108,NID32108,2021-10-29 12:58:01.720,66,887
16822,64740,32002,NID31884,NID31884,NID31884,2021-10-29 13:00:21.723,37,667
16823,64760,32361,NID32243,NID32243,NID32243,2021-10-29 13:12:34.930,93,1020
16824,64777,32278,NID32160,NID32160,NID32160,2021-10-29 13:24:54.693,59,937
16825,64779,31476,NID31363,NID31363,NID31363,2021-10-29 13:25:10.810,12,148
16826,64782,31852,NID31734,NID31734,NID31734,2021-10-29 13:28:15.363,2,517
16827,64790,31422,NID31309,NID31309,NID31309,2021-10-29 13:34:44.747,76,94
16828,64791,31804,NID31686,NID31686,NID31686,2021-10-29 13:35:28.693,74,469
16829,64792,31422,NID31309,NID31309,NID31309,2021-10-29 13:35:30.547,74,94
16830,64800,31953,NID31835,NID31835,NID31835,2021-10-29 13:39:11.940,13,618
16831,64801,32373,NID32255,NID32255,NID32255,2021-10-29 13:39:46.130,10,1032
16832,64802,31992,NID31874,NID31874,NID31874,2021-10-29 13:40:39.437,82,657
16833,64805,31992,NID31874,NID31874,NID31874,2021-10-29 13:41:40.407,54,657
16834,64810,31763,NID31645,NID31645,NID31645,2021-10-29 13:44:32.497,44,428
16835,64817,32414,NID32296,NID32296,NID32296,2021-10-29 13:48:51.283,61,1072
16836,64821,32245,NID32127,NID32127,NID32127,2021-10-29 13:51:33.967,76,904
16837,64832,31763,NID31645,NID31645,NID31645,2021-10-29 13:57:41.520,48,428
16838,64841,31953,NID31835,NID31835,NID31835,2021-10-29 14:03:11.833,20,618
16839,64843,31783,NID31665,NID31665,NID31665,2021-10-29 14:03:30.253,80,450
16840,64845,31459,NID31346,NID31346,NID31346,2021-10-29 14:05:13.520,67,131
16841,64846,31926,NID31808,NID31808,NID31808,2021-10-29 14:06:18.740,35,596
16842,64848,31746,NID31628,NID31628,NID31628,2021-10-29 14:07:37.127,17,411
16843,64855,31642,NID31524,NID31524,NID31524,2021-10-29 14:14:19.073,48,308
16844,64866,31393,NID31280,NID31280,NID31280,2021-10-29 14:22:04.387,84,64
16845,64882,32175,NID32057,NID32057,NID32057,2021-10-29 14:33:57.027,35,839
16846,64902,31642,NID31524,NID31524,NID31524,2021-10-29 14:49:34.150,83,308
16847,64919,32201,NID32083,NID32083,NID32083,2021-10-29 14:58:24.030,67,864
16848,64920,31476,NID31363,NID31363,NID31363,2021-10-29 14:58:28.633,20,148
16849,64923,31595,NID31477,NID31477,NID31477,2021-10-29 15:00:57.147,85,262
16850,64927,32175,NID32057,NID32057,NID32057,2021-10-29 15:06:02.127,1,839
16851,64931,32173,NID32055,NID32055,NID32055,2021-10-29 15:09:54.937,9,837
16852,64936,31473,NID31385,NID31385,NID31385,2021-10-29 15:12:50.427,97,169
16853,64937,32301,NID32183,NID32183,NID32183,2021-10-29 15:13:17.657,95,960
16854,64938,31697,NID31579,NID31579,NID31579,2021-10-29 15:14:48.607,5,363
16855,64940,32253,NID32135,NID32135,NID32135,2021-10-29 15:17:07.207,85,912
16856,64945,32193,NID32075,NID32075,NID32075,2021-10-29 15:20:10.257,59,857
16857,64949,32193,NID32075,NID32075,NID32075,2021-10-29 15:21:41.957,84,857
16858,64959,31476,NID31363,NID31363,NID31363,2021-10-29 15:34:17.737,64,148
16859,64968,31476,NID31363,NID31363,NID31363,2021-10-29 15:38:30.367,50,148
16860,64988,31820,NID31702,NID31702,NID31702,2021-10-29 15:49:54.973,55,485
16861,64989,31393,NID31280,NID31280,NID31280,2021-10-29 15:49:59.280,76,64
16862,64991,32173,NID32055,NID32055,NID32055,2021-10-29 15:51:20.670,71,837
16863,65005,32245,NID32127,NID32127,NID32127,2021-10-29 15:57:52.003,52,904
16864,65006,32004,NID31886,NID31886,NID31886,2021-10-29 15:57:53.403,12,669
16865,65012,32004,NID31886,NID31886,NID31886,2021-10-29 15:59:58.793,39,669
16866,65018,31925,NID31807,NID31807,NID31807,2021-10-29 16:03:14.157,4,595
16867,65027,31730,NID31612,NID31612,NID31612,2021-10-29 16:09:25.220,34,395
16868,65033,31758,NID31640,NID31640,NID31640,2021-10-29 16:13:26.237,49,423
16869,65038,31871,NID31753,NID31753,NID31753,2021-10-29 16:14:28.753,40,536
16870,65039,31953,NID31835,NID31835,NID31835,2021-10-29 16:14:28.853,94,618
16871,65046,31951,NID31833,NID31833,NID31833,2021-10-29 16:17:39.117,54,616
16872,65050,32253,NID32135,NID32135,NID32135,2021-10-29 16:18:24.967,21,912
16873,65051,31414,NID31301,NID31301,NID31301,2021-10-29 16:18:27.320,38,86
16874,65053,32253,NID32135,NID32135,NID32135,2021-10-29 16:18:43.837,58,912
16875,65055,31663,NID31545,NID31545,NID31545,2021-10-29 16:18:45.640,98,329
16876,65056,31663,NID31545,NID31545,NID31545,2021-10-29 16:19:11.920,76,329
16877,65059,31663,NID31545,NID31545,NID31545,2021-10-29 16:21:26.217,30,329
16878,65060,31746,NID31628,NID31628,NID31628,2021-10-29 16:21:34.177,30,411
16879,65061,31870,NID31752,NID31752,NID31752,2021-10-29 16:21:42.337,19,535
16880,65063,31763,NID31645,NID31645,NID31645,2021-10-29 16:22:21.580,97,428
16881,65068,32131,NID32013,NID32013,NID32013,2021-10-29 16:24:21.313,24,796
16882,65069,31992,NID31874,NID31874,NID31874,2021-10-29 16:24:45.790,46,657
16883,65071,32089,NID31971,NID31971,NID31971,2021-10-29 16:24:57.853,72,754
16884,65075,31595,NID31477,NID31477,NID31477,2021-10-29 16:27:09.050,88,262
16885,65076,31595,NID31477,NID31477,NID31477,2021-10-29 16:27:12.050,81,262
16886,65077,31595,NID31477,NID31477,NID31477,2021-10-29 16:27:13.953,65,262
16887,65083,32253,NID32135,NID32135,NID32135,2021-10-29 16:29:07.880,45,912
16888,65098,31393,NID31280,NID31280,NID31280,2021-10-29 16:34:13.670,74,64
16889,65100,31642,NID31524,NID31524,NID31524,2021-10-29 16:34:26.233,76,308
16890,65105,32291,NID32173,NID32173,NID32173,2021-10-29 16:36:24.113,6,950
16891,65106,32291,NID32173,NID32173,NID32173,2021-10-29 16:36:27.567,63,950
16892,65107,32073,NID31955,NID31955,NID31955,2021-10-29 16:37:04.207,26,738
16893,65108,32278,NID32160,NID32160,NID32160,2021-10-29 16:37:30.887,61,937
16894,65109,32291,NID32173,NID32173,NID32173,2021-10-29 16:37:56.267,20,950
16895,65117,31393,NID31280,NID31280,NID31280,2021-10-29 16:41:26.300,21,64
16896,65121,32404,NID32286,NID32286,NID32286,2021-10-29 16:44:36.110,66,1062
16897,65134,32070,NID31952,NID31952,NID31952,2021-10-29 16:52:30.887,46,735
16898,65138,32203,NID32085,NID32085,NID32085,2021-10-29 16:53:51.073,18,865
16899,65152,32345,NID32227,NID32227,NID32227,2021-10-29 17:00:46.183,22,1004
16900,65157,32084,NID31966,NID31966,NID31966,2021-10-29 17:02:43.613,11,749
16901,65162,31528,NID31410,NID31410,NID31410,2021-10-29 17:04:13.313,10,195
16902,65167,32405,NID32287,NID32287,NID32287,2021-10-29 17:10:07.053,2,1063
16903,65177,31490,NID31398,NID31398,NID31398,2021-10-29 17:20:41.757,42,182
16904,65179,31721,NID31603,NID31603,NID31603,2021-10-29 17:21:00.630,3,386
16905,65189,31392,NID31279,NID31279,NID31279,2021-10-29 17:35:19.827,62,63
16906,65194,32187,NID32069,NID32069,NID32069,2021-10-29 17:42:21.893,46,851
